gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G33030	27.286849080916202	-0.80338195434217	0.5672171898382333	-1.4163568536618034	0.15667104973243437	0.4862197890684159
AT4G10420	33.087837647316434	-0.656655120975831	0.4636860760856883	-1.4161631216514736	0.15672775053054286	0.4863318330630369
AT1G70335	298.9136547613281	0.2725883132279578	0.19253711268540027	1.4157702347669392	0.15684278704347718	0.4865609045964446
AT5G63950	356.32989935577643	-0.28964862615175063	0.2045789794458251	-1.4158278965725948	0.15682589977222836	0.4865609045964446
AT1G64230	2324.293572769718	-0.15046435848180453	0.10629493251673997	-1.415536516363172	0.1569112496973564	0.4866632709063537
AT5G17150	3.0988693573089363	-2.2690345870774804	1.6029724894407498	-1.4155168613462035	0.15691700823387703	0.4866632709063537
AT1G79110	332.6416996545249	0.23233578173749475	0.16417657869238525	1.4151578963819085	0.1570222061504816	0.48686301982095825
AT3G04430	2.3887233596258626	2.818758137575195	1.9918351100310372	1.415156366799495	0.15702265452274775	0.48686301982095825
AT1G25330	4.275819913076997	-1.913286117728471	1.3520988391069328	-1.4150490055832048	0.1570541281461846	0.4868966674973168
AT4G30890	828.1259789348046	-0.21322475809453864	0.15073613412701398	-1.4145563658602933	0.15719860993338036	0.48728060642471366
AT1G20160	114.51487260383882	0.45786737519513615	0.3237114603940107	1.41443053834991	0.1572355288767158	0.4873310675122258
AT2G02300	11.24156219279705	-1.4004316143563247	0.9902698738940251	-1.4141918796836928	0.15730557156634767	0.48748416462173966
AT4G15700	81.1575496826059	-0.5828217035223426	0.4121672194206442	-1.4140418647110655	0.15734961078151566	0.4875566483152711
AT2G42590	2168.7542631670367	0.1467693822097167	0.1038040801191632	1.4139076425630952	0.15738902168807012	0.4875784352551834
AT5G49070	4.271185338703518	-1.9115312225495265	1.3520348307682468	-1.413818031199215	0.15741533794093304	0.4875784352551834
AT5G65300	44.64485288171493	0.5832660597716882	0.41255000293185073	1.4138069461316622	0.15741859353480425	0.4875784352551834
AT3G23620	751.5634413663184	0.1846691792566177	0.13068181927781547	1.4131206641991332	0.15762024831497856	0.4881389930436725
AT1G60890	314.4665661706312	0.23428384134936567	0.16585044650047853	1.4126211071050068	0.15776715953840342	0.48842839625238427
AT1G74260	1883.6503635303816	0.1633362561405386	0.11562845229822921	1.4125957140657845	0.15777462996777278	0.48842839625238427
AT2G04190	24.37390913459059	0.7655066604587745	0.5419582475929559	1.4124827214249118	0.15780787474964528	0.48842839625238427
AT2G38860	1109.9145830622097	0.24586361809078347	0.17405244727023814	1.412583516904244	0.1577782183705711	0.48842839625238427
AT5G57960	354.3678656378311	0.20598416204389403	0.14583452632199886	1.4124512708951125	0.157817129092772	0.48842839625238427
AT2G07850	52.7524991061064	-0.5099393664125169	0.36112189719647875	-1.4120976057429986	0.15792122364846975	0.48862246252968405
AT5G51340	459.2529779308959	0.19432803553723416	0.13761312304812828	1.412133023601758	0.1579107967381594	0.48862246252968405
AT5G04890	86.74852624419252	-0.4191615840592876	0.29689691687981645	-1.4118084770444543	0.1580063617675379	0.48882183014849806
AT4G12200	9.883749228981605	1.3632529571539638	0.965735919896442	1.411620846928991	0.1580616307612688	0.48892875198536856
AT3G01572	3.9686149531011248	-2.231990094939397	1.5816492966579065	-1.4111788875420668	0.1581918737507837	0.4890753347033853
AT3G16150	183.56698512124947	0.333102398463936	0.23603037890327752	1.4112691765005279	0.15816525949004334	0.4890753347033853
AT3G56620	89.40060495850189	0.419132701649013	0.2970018979336465	1.4112121995350073	0.15818205405937724	0.4890753347033853
AT3G57480	93.82531581137862	-0.39442186547152147	0.2794764106684006	-1.4112885754050415	0.15815954176383343	0.4890753347033853
AT1G53633	41.68928507156535	-0.7501105128280307	0.5316322788312041	-1.4109574280876096	0.15825716718604585	0.4891653246012174
AT5G10750	238.87944029056823	-0.31843471321827554	0.22568982198057655	-1.4109396268905776	0.15826241644270467	0.4891653246012174
AT1G23740	958.9058283654595	0.1589132129010197	0.11268451157981486	1.410248939034189	0.15846618983326044	0.48933496996739423
AT1G43675	47.09213622431834	-0.6914320353196334	0.4902091323360645	-1.4104837909172607	0.15839687928968765	0.48933496996739423
AT1G78320	37.222503052958324	-0.6731901483884662	0.47737493698721456	-1.4101916465013247	0.15848310174667163	0.48933496996739423
AT2G26820	275.1466861208745	-0.26019793219262105	0.18449799393825442	-1.410302229517471	0.15845046049258893	0.48933496996739423
AT3G01160	482.4102992413084	-0.20247810886104614	0.1435588454536879	-1.4104188997978921	0.15841602795329074	0.48933496996739423
AT5G16505	400.4988998940207	0.2545194112186695	0.18043315992713246	1.4106021937511741	0.15836194441732038	0.48933496996739423
AT5G48150	480.2230235632248	-0.21587674515387778	0.1530757045118417	-1.4102613203206125	0.15846253523908166	0.48933496996739423
AT5G58270	557.2272739108145	-0.17708240862391558	0.1255499351890485	-1.4104540026824495	0.158405669256214	0.48933496996739423
AT1G29535	30.936539073097656	0.7788760087821172	0.5524191792429995	1.409936580857746	0.15855840995863812	0.4893889975931479
AT2G33585	71.11521397472772	-0.6164366521329862	0.43721337015959993	-1.4099217777991617	0.15856278139797475	0.4893889975931479
AT5G46150	312.523598010972	-0.23226664879525963	0.16473439534488757	-1.409946285406801	0.1585555441917897	0.4893889975931479
AT3G48150	318.836863712812	-0.26184642472114567	0.1857479805289279	-1.4096865224349848	0.15863226608231082	0.4895394633994825
AT4G16470	54.028434542094935	-0.5730396807011916	0.4066016003793169	-1.40933946193671	0.1587348154507671	0.48979191421955853
AT2G45120	37.1795228867161	0.8555811930365049	0.6071425508514727	1.4091932641463119	0.15877802896349116	0.4898612363592042
AT1G05640	50.78734425243068	-0.5771991697004585	0.4096229676682738	-1.4090986474369118	0.1588060007556072	0.4898709656666878
AT3G52090	547.5295907161329	-0.17861714472284204	0.1267649324688648	-1.409042242551684	0.15882267765780758	0.4898709656666878
AT3G14517	13.448255789742728	-1.0806514749744434	0.7669985876528115	-1.4089354170540005	0.1588542657596891	0.48988800458330384
AT4G16910	11.249148481968	-1.5100814489935273	1.0718286758063247	-1.4088832320683247	0.15886969849198923	0.48988800458330384
AT1G50460	360.7630753136811	-0.23230603697640229	0.16489937070105615	-1.4087745513446912	0.15890184242318953	0.48992313939069315
AT3G44735	83.47454552340928	0.45778211843136984	0.32501174923932746	1.408509444667106	0.15898027229030157	0.49010095430817474
AT3G26500	156.85428738639138	-0.4903709903293523	0.3482563222733509	-1.4080749119737552	0.1591088889578153	0.4904334173868116
AT5G14520	1483.0958946431106	0.1735668612722635	0.12327333569004612	1.40798381337448	0.15913586307364166	0.49045253400753863
AT5G25570	28.305699599404697	-0.6992375621547842	0.4967555427895186	-1.407608978509294	0.15924688734922712	0.49066661323275496
AT5G35160	1241.6868350802788	0.15245380386105664	0.10830519065323674	1.4076315543284674	0.15924019884259344	0.49066661323275496
AT1G06515	211.6822776231913	-0.33405825213391527	0.2374358627065765	-1.4069410085145597	0.15944488208955984	0.4909827675666592
AT2G46915	502.333339144639	0.19284015549184194	0.13705511964924152	1.407026282457513	0.15941959545214437	0.4909827675666592
AT2G46930	348.1983395275838	-0.22965451485331487	0.16323302827641142	-1.406912052531601	0.15945346921778591	0.4909827675666592
AT3G01330	72.80383349528934	-0.6239604801207643	0.44341490616802026	-1.4071707365749475	0.1593767667935777	0.4909827675666592
AT4G19060	145.33592429146455	-0.35805011126695974	0.25445988606419256	-1.4070984499955113	0.1593981976817607	0.4909827675666592
AT3G20040	69.580683803461	0.4585534784446496	0.32595894498499534	1.406782926192616	0.15949176692444111	0.49103665521619233
AT1G17840	1033.1890849161482	0.15078549417216813	0.10721303448040972	1.4064100965234791	0.15960238388683692	0.49131315331839726
AT1G01490	631.4366587390452	-0.1670157865344201	0.11878187124305271	-1.406071354042492	0.15970293762964777	0.4913418427681915
AT1G19720	523.3500225147859	0.22319773408150573	0.15873504448754722	1.406102444498421	0.15969370661149035	0.4913418427681915
AT2G08760	5.523839094498168	-1.7675403539455163	1.257115868552234	-1.4060281937106691	0.1597157529645449	0.4913418427681915
AT3G25880	21.748098704235744	0.9227388124426898	0.6561711556392672	1.4062471422470897	0.15965074994084064	0.4913418427681915
AT4G39952	61.14826018293266	0.511216596711899	0.36355812430472395	1.406148185216766	0.15968012654062694	0.4913418427681915
AT1G77140	379.3101525876945	0.22581574150927478	0.16063043036027339	1.405809229314764	0.1597807807130215	0.4913485239934043
AT2G01120	144.38341678625295	-0.3332036869696958	0.2370208543985455	-1.4057990290146407	0.15978381047228776	0.4913485239934043
AT5G38590	70.14528126515175	-0.445271598578876	0.31672539708673364	-1.4058601004987947	0.15976567127279384	0.4913485239934043
AT5G67220	969.3756997745768	-0.15617721360391393	0.11109959637561691	-1.40574060301618	0.15980116537822844	0.4913485239934043
AT1G62520	44.855916304546305	-0.6633353830865335	0.47195155058778365	-1.4055158464049844	0.15986794055358364	0.49147574620023987
AT5G67380	685.5132607760331	-0.21691811271918876	0.15433945060857177	-1.4054612211191937	0.15988417290940843	0.49147574620023987
AT3G49320	138.1317394520855	-0.32850536969502847	0.2337725223036253	-1.405235168179276	0.15995135966203705	0.4916182703697418
AT5G35730	580.7265770007139	-0.23484214531091677	0.16716749503028375	-1.4048313954119682	0.16007142086711362	0.4919232484828088
AT4G26500	331.149944979749	0.2624415304562157	0.18683437007910286	1.4046747948201497	0.16011800414261784	0.49200236801292946
AT5G02070	64.35643001038125	-0.5376266607022417	0.3828052526859629	-1.4044390899288097	0.160188137540288	0.4920940634621651
AT5G63390	12.797762225214559	1.2771984154911926	0.9094041009155287	1.4044344139259901	0.16018952910805137	0.4920940634621651
AT1G10660	379.4990813619156	0.2074956758284732	0.14775480029942972	1.4043244308000602	0.160222262470634	0.49213058920178737
AT4G11870	4.033617874093147	2.15994427721682	1.538190383383921	1.4042112735518995	0.16025594579791694	0.4921573588154008
AT5G11990	20.741934568051672	0.860640686206128	0.6129242286701857	1.4041551075136864	0.160272666635535	0.4921573588154008
AT5G12280	48.38374468789939	0.5655815658222861	0.4028251161915977	1.4040374919255922	0.1603076855040611	0.49220087938054446
AT1G09083	11.334068245272194	-1.3984197097865003	0.9962136178431159	-1.4037347861337146	0.1603978397327028	0.4922447286182458
AT3G27010	92.63955128976222	-0.4239322156078348	0.30201114956351865	-1.4036972350872556	0.16040902615305852	0.4922447286182458
AT4G01650	146.81352375677815	-0.32605982254261645	0.23229597610530686	-1.4036395636694265	0.16042620756077258	0.4922447286182458
AT5G21140	53.49604516392	-0.4838764253183788	0.3446872440106941	-1.4038129745914423	0.16037454935895634	0.4922447286182458
AT5G61480	509.8486298367586	-0.215103001938634	0.15322635265485046	-1.4038251137071935	0.16037093365113245	0.4922447286182458
AT1G02280	870.6152718146034	0.18652562224534988	0.13292100875155732	1.4032817234631807	0.16053284602763385	0.4923988554604058
AT1G07610	776.1192246234422	0.23005353015221458	0.16393679481413403	1.4033062584457714	0.16052553274967207	0.4923988554604058
AT5G05830	153.93348901375256	0.3475615749599859	0.24769368329378205	1.4031911122568013	0.16055985719324314	0.4923988554604058
AT5G59980	141.74006562148148	-0.33970242248526067	0.24208970122261794	-1.4032088964118354	0.16055455547261052	0.4923988554604058
AT1G63470	349.23737007421	-0.24360962018905088	0.17362634548225736	-1.4030682930773604	0.16059647502596555	0.49244719114780167
AT2G28500	11.815629608621153	1.0278407324552479	0.7326722439111479	1.4028656619615243	0.1606569021236586	0.49250455934065224
AT5G38460	160.16830433390467	-0.32002746581263697	0.22812270728983408	-1.4028742233276945	0.1606543486711047	0.49250455934065224
AT3G45630	661.0281648816524	-0.18691171675181695	0.13324867819443778	-1.4027284869503436	0.16069781915524253	0.4925660402537234
AT1G23880	47.046658401861855	-0.5653917555046463	0.4031529943523059	-1.402424795115285	0.16078843340845358	0.4927158599879296
AT5G13480	317.5994019460822	-0.2646359177891409	0.1886916204834023	-1.4024783777423695	0.1607724428521763	0.4927158599879296
AT3G13330	1675.9911192937373	0.20550806867682977	0.1465460024346573	1.4023451016240638	0.1608122184004261	0.4927247973854737
AT4G24030	47.552440337936986	0.5166511092393239	0.3685498833812701	1.4018485218318222	0.16096048545974861	0.4931150930569773
AT1G69720	49.96308266237516	-1.0040880796716332	0.716305385710655	-1.4017597796999188	0.16098699264874103	0.4931323149233815
AT3G24170	1760.5416237098134	0.13149603211964636	0.09381328550643774	1.4016781462218668	0.16101137940162163	0.49314303788451014
AT1G35625	3.0266211596955177	-2.2217824065627223	1.585187518040263	-1.401589642409921	0.16103782171442316	0.49316005298304083
AT5G64130	1256.6647002987575	-0.19244136137624818	0.13733566960810972	-1.4012482112286175	0.16113986195874458	0.49340854373076365
AT3G53500	1193.0488886157907	0.1720571479925641	0.12282970142588931	1.4007780365433578	0.16128045845596628	0.49377501356377335
AT1G14360	650.0379642331548	0.3137516679709162	0.2239994841112782	1.4006803150272034	0.16130969178013904	0.49380048393891646
AT1G04723	173.40101570158308	-0.3510003528438456	0.2507222433124192	-1.3999569731293133	0.1615262034642193	0.4941429372886346
AT2G31990	91.36287172433093	0.4612876500445342	0.32947781240581703	1.400056794951544	0.16149631161538142	0.4941429372886346
AT3G14450	24.830778395812697	0.9266160693879989	0.6617696761624312	1.400209321710536	0.1614506452332142	0.4941429372886346
AT5G22690	150.5496959095738	-0.3694150309918088	0.2638597213882386	-1.4000432845461015	0.16150035708949131	0.4941429372886346
AT5G27540	1021.4601088283245	0.1543968790790957	0.11028574883887202	1.3999712628752263	0.16152192411437485	0.4941429372886346
AT5G45110	343.72141865635706	-0.43579895782936423	0.311447607922445	-1.3992689195348853	0.16173235617328	0.49470950402996683
AT1G72060	42.36627779024178	-0.8110011422234722	0.5796812262532409	-1.3990467613818778	0.16179896098661525	0.4948491279604887
AT2G24490	227.98972162643355	-0.29434220647004383	0.21041678321637947	-1.3988532757263983	0.16185698642164859	0.4949624797826117
AT1G20650	317.71349399913595	-0.2490882866970277	0.1780829280135709	-1.3987207503576413	0.16189673921785905	0.495019931322568
AT3G21820	209.34951466019507	-0.271172736229674	0.19390374552409592	-1.3984914808980629	0.1619655291299295	0.4951661411739953
AT4G30340	278.53830782624976	0.34843671969702794	0.2492074874203551	1.3981791771340168	0.1620592681109281	0.49538857837482175
AT3G63520	2985.2968207830454	0.12043967573689202	0.08616653639449583	1.3977546362718312	0.16218676107496963	0.49568322372976376
AT5G43530	19.25907294289611	-0.8743145682998529	0.6255298378330333	-1.397718406732862	0.16219764459515287	0.49568322372976376
AT1G04620	434.72474903163885	-0.2579264004232857	0.18457016721408434	-1.3974436081217552	0.16228021330722806	0.49587137522932073
AT5G19485	359.1789088148274	-0.21844939493435633	0.15634088611210042	-1.397263379828374	0.16233438370533873	0.49597271398379306
AT1G21260	52.108297961955635	0.5644225307611153	0.404006450523706	1.3970631657723904	0.16239457712977043	0.4960924260073761
AT1G56690	57.128489135126685	0.5943393750325149	0.4255041551346497	1.3967886514396968	0.16247713595948649	0.49617762196834947
AT2G02130	2423.010344529539	0.14887556275679406	0.10659512336533061	1.3966451565195608	0.1625203039486098	0.49617762196834947
AT2G26300	618.1167153602335	-0.20568920673377022	0.14724693749883236	-1.3968997265929644	0.16244372684230207	0.49617762196834947
AT4G25110	125.09335005271016	-0.6056760116908049	0.4336723882926132	-1.3966211085639493	0.16252753921067362	0.49617762196834947
AT5G65685	379.062471318872	-0.25299632415691486	0.18114610988430005	-1.396642325460405	0.1625211557113025	0.49617762196834947
AT1G26100	181.5084603490576	0.2719310471766042	0.19472976724303176	1.39645340836474	0.16257800160277833	0.4962675107748156
AT2G09200	84.20894185227864	0.4411007347232391	0.31589187725080864	1.3963661825119307	0.1626042532635205	0.4962834829117092
AT1G57560	57.34031822122063	0.5015341046747083	0.35921830695835294	1.3961819176795327	0.16265972047524999	0.4963886080058327
AT4G28480	550.0180540207261	0.18345846671201116	0.13141709083122924	1.3960015820744	0.16271401873347185	0.49649013909485706
AT5G59270	4.294898195978415	-1.8884308296510601	1.352985435977902	-1.3957510402069866	0.1627894784798694	0.4966562057614933
AT3G12140	522.5342394499182	-0.17381050012131738	0.12456673768900361	-1.3953203186171332	0.16291926755795955	0.4969879620556825
AT5G58220	606.014307038252	0.23814457743262366	0.17072821511169292	1.3948753419393856	0.1630534340556011	0.4973329843026479
AT3G54440	756.4193391175356	-0.17504026413109905	0.12549888301967946	-1.394755554148247	0.16308956592739446	0.4973789384024426
AT2G44910	27.291807298398	0.6813329370754714	0.48853419679444743	1.3946473789267708	0.16312220026030425	0.49741421546507086
AT3G25840	794.2130129654087	-0.15858408051366116	0.11372136947944987	-1.3944967532449408	0.16316764926199584	0.4974885545874204
AT1G24450	136.9483578845701	-0.3245521165843325	0.23276913407772798	-1.3943090774052356	0.1632242909426385	0.4975374637251309
AT4G27650	274.8448410330338	-0.2308178470120431	0.16554342050678444	-1.3943039614950057	0.16322583516220676	0.4975374637251309
AT3G21320	2.4161954988289662	-2.512429871382098	1.8023135684462073	-1.3940026393676264	0.16331680762203893	0.49768626029478075
AT3G23370	64.18775341999097	-0.5660883610017226	0.4060833449502951	-1.3940201390702498	0.16331152322428716	0.49768626029478075
AT5G22730	126.203986253498	-0.38746405553995433	0.27797947499824666	-1.3938585053533117	0.1633603367773072	0.49770534954467227
AT5G40153	84.28039653829067	0.4026084528663921	0.2888479220748349	1.3938423028090332	0.16336523056927746	0.49770534954467227
AT1G53730	839.7613701311676	0.15649867757856606	0.11231315849100726	1.393413556178252	0.1634947687140316	0.4979714891778896
AT5G35080	266.47510942687614	-0.2630282051795913	0.18876072796442947	-1.3934477156135834	0.16348444521230027	0.4979714891778896
AT3G21520	15.264519497241062	-1.334528587048832	0.9578405104437839	-1.3932680571534002	0.16353874624004308	0.4980411888912237
AT2G03350	292.59408687184737	-0.29174245855516623	0.20942223948648808	-1.393082507715182	0.16359484206143474	0.49808353525629084
AT3G50360	372.76765315432925	-0.28075519692058615	0.20153471166328962	-1.393086057500867	0.16359376874431025	0.49808353525629084
AT5G18810	25.0293872051986	-1.1944527229790334	0.8576071542908994	-1.3927737391214396	0.16368822198596683	0.4983035855222619
AT1G28940	9.123113803452974	1.3298168519003115	0.9548890963832833	1.3926401054709874	0.16372864884802224	0.4983623988591792
AT4G02450	1996.2625786382887	-0.14464418450525002	0.10391169329222787	-1.3919914104226108	0.16392499904926439	0.49889574021038685
AT2G36160	3990.9748951408264	0.13527628969886626	0.09719720265072536	1.3917714297290709	0.163991624156454	0.4990341845544574
AT3G12030	216.70337831796886	0.2817136753039508	0.2024437408740818	1.3915652520923045	0.16405408728098264	0.4991599297411445
AT2G16245	84.38145766169714	-0.41702301308212536	0.29981980226036753	-1.390912174373249	0.1642520605914597	0.4993859263238017
AT2G28380	610.0362081147567	-0.21595285278348592	0.1552468308322761	-1.391029057570874	0.1642166155224629	0.4993859263238017
AT2G33500	163.92955291469963	0.28832620575887435	0.20724380757183353	1.3912415967311185	0.16415217735276005	0.4993859263238017
AT4G33380	851.9354182778679	-0.20011333539986456	0.14386986694771742	-1.3909329288014574	0.16424576634782673	0.4993859263238017
AT5G48650	24.181460973199222	-0.7523040535805225	0.5408048777024814	-1.3910822268773901	0.16420049372828488	0.4993859263238017
AT5G58010	181.50355018920698	0.3549181313670077	0.255171272139768	1.390901602640458	0.16425526677525917	0.4993859263238017
AT5G53970	247.68430945440855	0.263410754870474	0.18939081791620288	1.3908317085732302	0.1642764653593484	0.4993860723058549
AT4G20830	1696.9000134680784	-0.2779720136378639	0.19988271369031643	-1.3906756042372592	0.16432381860607326	0.49940142632359324
AT5G63990	444.7322071398353	0.2509506844850344	0.18044572930745728	1.3907266492156505	0.16430833330882988	0.49940142632359324
AT2G45060	272.793457178063	-0.3821325349017768	0.27484309657829337	-1.3903661385685209	0.16441772342129657	0.49952479393591365
AT3G01090	752.8623865153166	-0.17115036167625483	0.12311263785308195	-1.3901932787801958	0.16447019389512485	0.49952479393591365
AT3G45430	29.713897705054507	-0.6456034789713296	0.46434987867734495	-1.3903384250045845	0.16442613484612006	0.49952479393591365
AT4G25310	234.5612358418923	-0.302549282690974	0.21762775104389062	-1.3902146267640132	0.16446371316982786	0.49952479393591365
AT5G02860	377.0950219201884	0.23267054305205415	0.16735825044849922	1.3902543939634056	0.16445164133442025	0.49952479393591365
AT5G16950	72.1512693108192	-0.43286556114346536	0.31139072901217374	-1.3901042028985475	0.16449723722787293	0.49954267114949297
AT5G51040	834.7527462960285	-0.1949405083349949	0.14024990187405417	-1.3899511210357456	0.16454372052409588	0.4996195711541188
AT5G05490	20.126069559842445	0.898409439281986	0.6463956310699531	1.3898754819782497	0.16456669196944454	0.49962506931857464
AT1G18390	411.66308268844824	-0.22187323770254141	0.1596630739724028	-1.3896340098079998	0.16464004279445738	0.4996785684271148
AT1G28120	476.8738373922174	-0.20143844072051778	0.14494818456586753	-1.3897272416611737	0.16461171929123664	0.4996785684271148
AT5G13970	179.74721507056987	-0.33955747896251887	0.24435478506376856	-1.3896084698071516	0.1646478023956187	0.4996785684271148
AT1G05353	6.54285517711471	-1.633540100309929	1.175784068078547	-1.3893198119102275	0.1647355220155228	0.4997032575895704
AT1G78170	160.58548672160794	0.3510908920086724	0.2527022318787943	1.3893462253909536	0.1647274938179394	0.4997032575895704
AT3G54260	478.3561378106831	-0.19690025665363686	0.14172591491132197	-1.3893031262266857	0.16474059366724053	0.4997032575895704
AT4G27250	19.90020100405592	0.8318472138207619	0.5987107528419782	1.3893974842979262	0.16471191486287054	0.4997032575895704
AT1G04917	24.883072275016765	-0.759234597553797	0.546564575351674	-1.389103194376045	0.16480137255575492	0.49975920978858585
AT2G31600	32.09773600026783	-1.177989218036915	0.8479801346745991	-1.3891707716584096	0.16478082730647522	0.49975920978858585
AT3G09920	454.27438215960825	-0.21990732574975247	0.15832833984792172	-1.3889321770251548	0.16485337488971608	0.4998527076564898
AT5G13570	251.97994544617325	0.2452218265891478	0.1765720405829707	1.3887919388569263	0.16489602722038996	0.4999178349641278
AT1G06087	2.9918156011203814	-2.2044908195157653	1.5876202618411202	-1.3885504440207113	0.1649694954381575	0.5000688112689459
AT2G16850	337.5813214331971	0.23192053479386482	0.16703087386217558	1.38848902260568	0.16498818515882802	0.5000688112689459
AT1G09053	158.75257623079352	0.3690482300441547	0.2658379260783966	1.3882452195151453	0.1650623869219553	0.5001446331828802
AT1G73860	79.82154695179361	0.501009897792995	0.3609247360714529	1.388128459263621	0.16509793193966235	0.5001446331828802
AT2G08595	34.82974167302468	-0.8200320313916164	0.5907387915586946	-1.388146576980191	0.1650924160330011	0.5001446331828802
AT4G36240	143.33905016738393	0.31169685972805633	0.22452667388311046	1.3882397772049437	0.1650640435821924	0.5001446331828802
AT2G05210	206.34913106378704	-0.2737617394717338	0.19723163139115774	-1.3880214727261393	0.16513050662947787	0.5001791394520336
AT1G63260	188.67030212159605	-0.2939756853419336	0.21185252913255487	-1.3876430295434177	0.16524577181377464	0.5001831137158941
AT1G67090	107955.33499033749	0.15531049007596093	0.11191897746281858	1.3877046913474327	0.1652269869025057	0.5001831137158941
AT3G04350	312.59276114494	-0.21744746850127367	0.15669429450396133	-1.3877178437774993	0.16522298029889002	0.5001831137158941
AT4G32605	210.72786133249812	-0.32254215200231473	0.23240090357851753	-1.387869612535059	0.16517675251672617	0.5001831137158941
AT5G63040	188.7766172241884	-0.31752034573574545	0.2288270237635594	-1.3875998582397784	0.16525892465790054	0.5001831137158941
AT5G65710	194.06602089665998	0.32925600019903417	0.23723173886628765	1.387908724913974	0.16516484071693083	0.5001831137158941
AT5G44080	161.6655931314215	-0.3143381007126252	0.22654693914004892	-1.3875186392092664	0.16528367150024584	0.5001938948721232
AT2G21220	17.172136524227163	0.8669681585992729	0.6249846332414875	1.3871831601726528	0.1653859190532055	0.5003149358132123
AT3G21755	413.4257414489509	-0.2126376952537599	0.1532955556065479	-1.3871093288543928	0.16540842780729045	0.5003149358132123
AT3G56870	73.836657725662	-0.4204145746370261	0.3030803298376083	-1.3871390956393836	0.16539935261080188	0.5003149358132123
AT5G23395	262.4799970819694	0.2582454895262831	0.18615502278838628	1.3872603900666514	0.16536237665131773	0.5003149358132123
AT3G16140	5022.704483133176	0.1226550036350223	0.08843775922652024	1.3869076365996524	0.16546992892985124	0.5004368505139897
AT1G58060	426.77719053324284	-0.201328287132228	0.14519569278886438	-1.386599583398032	0.16556389543252006	0.5004648293118196
AT2G09310	81.39019199725365	0.48148237602021693	0.3472397231046211	1.3865993548069655	0.165563965175326	0.5004648293118196
AT3G21180	129.96358317150262	0.3603447955074554	0.2598414032082249	1.3867874444115886	0.16550658678105296	0.5004648293118196
AT5G04895	226.25240394425805	-0.27364272645925686	0.19734214805445713	-1.3866410655657015	0.165551239648753	0.5004648293118196
AT4G30780	382.049352944044	0.21448813786156332	0.15473553094595593	1.3861595753109672	0.1656981822031007	0.5008064234507694
AT5G13310	170.74310256309553	0.2802804273185352	0.20222469978498747	1.3859851324617585	0.1657514433726677	0.5009032803624801
AT4G23160	13.93232413425398	-1.4540656147923174	1.0491930436829064	-1.385889492450518	0.16578064979975535	0.5009243448544605
AT5G19430	181.68410906637286	-0.32897122239570703	0.23738322650945284	-1.3858233676953038	0.1658008451585112	0.5009243448544605
AT3G27500	23.24794729141958	-1.2216858195196434	0.8816871368178916	-1.3856228229991485	0.16586210543077415	0.5010406645309472
AT3G62615	6.7255929539273165	1.3833258083327198	0.9983886672198937	1.3855584040078495	0.16588178707544848	0.5010406645309472
AT1G26460	904.2511319625464	0.17393018855193434	0.12559124397303037	1.384891040567162	0.1660857870124225	0.5011236412764144
AT1G29670	1381.3517790676838	0.20071524498117937	0.1448965143832046	1.3852317002626593	0.16598163045047912	0.5011236412764144
AT2G07050	1757.602978684762	0.12252722587416226	0.08848616558798048	1.3847048864642606	0.16614272431967184	0.5011236412764144
AT3G14350	1340.0368719631176	0.14315600577376092	0.10336079225428418	1.3850126595544479	0.16604859641628889	0.5011236412764144
AT3G16230	431.6342710954776	-0.20300479016095782	0.1465438764992715	-1.3852833363662724	0.16596584702196066	0.5011236412764144
AT3G18850	125.51806280559748	0.3466849570489844	0.2503447913027578	1.3848299189485287	0.1661044801223087	0.5011236412764144
AT3G26890	597.8236273786067	-0.18935388293108268	0.13669979759209014	-1.3851804191847557	0.16599730647690145	0.5011236412764144
AT3G43810	1679.3976465995243	0.1530601475447772	0.11053383316689573	1.384735724433538	0.16613329116869494	0.5011236412764144
AT3G45410	136.45556920950773	-0.32303591010652094	0.23323941428366193	-1.38499709021585	0.16605335710764849	0.5011236412764144
AT3G57600	14.269240096743442	-0.9605534331849668	0.693405296034294	-1.3852698251347944	0.1659699768441213	0.5011236412764144
ATCG00190	122.1457077616476	-0.4533240750171204	0.3273404068885845	-1.3848705062904636	0.16609206692960557	0.5011236412764144
AT1G06650	629.2855367436646	-0.21776461651660098	0.15730560316679632	-1.384341130466268	0.16625402551296117	0.5013952990658482
AT4G13190	15.602807134384225	-0.9072469410064888	0.6554574214335033	-1.384143212571024	0.16631460750745455	0.50146086168831006
AT5G53590	149.66232680205366	-0.4177768264337998	0.30183322493187487	-1.3841313411672753	0.16631824183139876	0.50146086168831006
AT2G37120	365.1178505452289	0.2119725470062619	0.1531538769762879	1.3840495010066287	0.1663432980886126	0.5014723711912962
AT4G04750	175.91972625687356	0.3351734309581799	0.24220062420370184	1.3838669163638642	0.16639920859702506	0.5015768816780747
AT1G50250	1873.5922473994797	0.12386775006475724	0.08955435275439466	1.3831572252492075	0.1666166622345712	0.5018814975428724
AT1G61950	21.45294265490572	0.890999638168069	0.6440342122999622	1.383466314601749	0.16652192914759276	0.5018814975428724
AT1G63850	284.30010169874095	-0.23434910975019507	0.16944351017320736	-1.383051552170044	0.1666490593679268	0.5018814975428724
